Name;Version;Company Name
Microsoft.Security.ApplicationId.PolicyManagement.PolicyModel.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Security.ApplicationId.PolicyManagement.PolicyModel.Resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Security.ApplicationId.PolicyManagement.XmlHelper.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Security.ApplicationId.Wizards.AutomaticRuleGenerationWizard.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Security.ApplicationId.Wizards.AutomaticRuleGenerationWizard.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.SqlServer.BatchParserClient.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.Dmf.Adapters.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Корпорация Майкрософт
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;12.0.2000.8 ((SQL14_RTM).140220-1752);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Корпорация Майкрософт
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.TransactSql.ScriptDom.resources.dll;13.0.1601.5 ((SQL16_RTM).160429-2226);Microsoft Corporation
Microsoft.SqlServer.Types.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Microsoft Corporation
Microsoft.SqlServer.Types.resources.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Microsoft Corporation
Microsoft.SqlServer.Types.resources.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Microsoft Corporation
Microsoft.SqlServer.Types.resources.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Microsoft Corporation
Microsoft.SqlServer.Types.resources.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Microsoft Corporation
Microsoft.SqlServer.Types.resources.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Microsoft Corporation
Microsoft.SqlServer.Types.resources.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Microsoft Corporation
Microsoft.SqlServer.Types.resources.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Microsoft Corporation
Microsoft.SqlServer.Types.resources.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Корпорация Майкрософт
Microsoft.SqlServer.Types.resources.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Microsoft Corporation
Microsoft.SqlServer.Types.resources.dll;2018.0150.1200.24 ((SQLServer).181205-2233);Microsoft Corporation
Microsoft.Tpm.dll;10.0.17763.1;Microsoft Corporation
microsoft.tpm.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Transactions.Bridge.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
Microsoft.Uev.ManagedAgentWmi.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Uev.ManagedAgentWmi.WinRT.dll;10.0.17763.1;Microsoft Corporation
Microsoft.VisualBasic.dll;14.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
Microsoft.VisualBasic.Compatibility.dll;14.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
Microsoft.VisualBasic.Compatibility.Data.dll;14.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
Microsoft.VisualC.Dll;12.00.52519.0 built by: VSWINSERVICING;Microsoft Corporation
Microsoft.VisualC.STLCLR.dll;12.00.52519.00;Microsoft Corporation
Microsoft.VisualStudio.Data.Tools.Delta.dll;14.0.60519.0;Microsoft Corporation
Microsoft.VisualStudio.Data.Tools.Delta.UI.dll;14.0.60519.0;Microsoft Corporation
Microsoft.VisualStudio.Diagnostics.ServiceModelSink.dll;14.0.25531.1;Microsoft Corporation
Microsoft.VisualStudio.PerformanceTools.RulesEngine.dll;14.0.25531.1;Microsoft Corporation
Microsoft.Win32.Primitives.dll;4.7.3190.0;Microsoft Corporation
Microsoft.Windows.ApplicationServer.Applications.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
Microsoft.Windows.Appx.PackageManager.Commands.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Appx.PackageManager.Commands.Resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.DeveloperLicense.Commands.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.DeveloperLicense.Commands.Resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.Commands.GetDiagInput.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.Commands.GetDiagInput.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.Commands.UpdateDiagReport.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.Commands.UpdateDiagReport.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.Commands.UpdateDiagRootcause.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.Commands.UpdateDiagRootcause.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.Commands.WriteDiagProgress.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.Commands.WriteDiagProgress.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.Commands.WriteDiagTelemetry.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.Commands.WriteDiagTelemetry.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.SDCommon.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.SDHost.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.SDHost.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.TroubleshootingPack.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.Diagnosis.TroubleshootingPack.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.DSC.CoreConfProviders.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.DSC.CoreConfProviders.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.StartLayout.Commands.dll;10.0.17763.1;Microsoft Corporation
Microsoft.Windows.StartLayout.Commands.Resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.windowsauthenticationprotocols.commands.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.WindowsSearch.Commands.dll;10.0.17763.1;Microsoft Corporation
Microsoft.WindowsSearch.Commands.Resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.WSMan.Management.dll;10.0.17763.348;Microsoft Corporation
Microsoft.WSMan.Management.Activities.dll;10.0.17763.1;Microsoft Corporation
Microsoft.WSMan.Management.resources.dll;10.0.17763.1;Microsoft Corporation
Microsoft.WSMan.Runtime.dll;10.0.17763.1;Microsoft Corporation
MIGUIControls.dll;10.0.17763.437;Microsoft Corporation
MIGUIControls.resources.dll;10.0.17763.1;Microsoft Corporation
MSBuild.resources.dll;14.0.25420.1 built by: D14REL;Microsoft Corporation
MSBuild.resources.dll;14.0.25420.1 built by: D14REL;Корпорация Майкрософт
msddslmp.dll;14.0.23107.0;Microsoft Corporation
msddsp.dll;14.0.23107.0;Microsoft Corporation
NAPINIT.DLL;10.0.17763.1;Microsoft Corporation
napinit.Resources.dll;10.0.17763.1;Microsoft Corporation
netstandard.dll;4.7.3190.0;Microsoft Corporation
Policy.1.0.Microsoft.Powershell.Commands.Management.dll;10.0.17763.1;Microsoft Corporation
Policy.1.0.Microsoft.Powershell.Commands.Utility.dll;10.0.17763.1;Microsoft Corporation
Policy.1.0.Microsoft.Powershell.ConsoleHost.dll;10.0.17763.1;Microsoft Corporation
Policy.1.0.Microsoft.Powershell.Security.dll;10.0.17763.1;Microsoft Corporation
Policy.1.0.System.Management.Automation.dll;10.0.17763.1;Microsoft Corporation
Policy.3.0.Microsoft.BackgroundIntelligentTransfer.Management.dll;10.0.17763.1;Microsoft Corporation
PresentationBuildTasks.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
PresentationFramework.dll;4.7.3362.0;Microsoft Corporation
PresentationFramework-SystemCore.dll;4.7.3190.0;Microsoft Corporation
PresentationFramework-SystemData.dll;4.7.3362.0;Microsoft Corporation
PresentationFramework-SystemDrawing.dll;4.7.3190.0;Microsoft Corporation
PresentationFramework-SystemXml.dll;4.7.3190.0;Microsoft Corporation
PresentationFramework-SystemXmlLinq.dll;4.7.3190.0;Microsoft Corporation
PresentationFramework.Aero.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
PresentationFramework.Aero2.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
PresentationFramework.AeroLite.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
PresentationFramework.Classic.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
PresentationFramework.Luna.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
PresentationFramework.Royale.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
PresentationUI.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
ReachFramework.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
SecurityAuditPoliciesSnapIn.dll;10.0.17763.1;Microsoft Corporation
SecurityAuditPoliciesSnapIn.resources.dll;10.0.17763.1;Microsoft Corporation
SMDiagnostics.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
SrpUxSnapIn.dll;10.0.17763.1;Microsoft Corporation
SrpUxSnapIn.resources.dll;10.0.17763.1;Microsoft Corporation
sysglobl.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.dll;4.7.3416.0 built by: NET472REL1LAST_B;Microsoft Corporation
System.Activities.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Activities.Core.Presentation.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Activities.DurableInstancing.dll;4.7.3190.0;Microsoft Corporation
System.Activities.Presentation.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.AddIn.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.AddIn.Contract.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.AppContext.dll;4.7.3190.0;Microsoft Corporation
System.Collections.dll;4.7.3190.0;Microsoft Corporation
System.Collections.Concurrent.dll;4.7.3190.0;Microsoft Corporation
System.Collections.NonGeneric.dll;4.7.3190.0;Microsoft Corporation
System.Collections.Specialized.dll;4.7.3190.0;Microsoft Corporation
System.ComponentModel.dll;4.7.3190.0;Microsoft Corporation
System.ComponentModel.Annotations.dll;4.7.3190.0;Microsoft Corporation
System.ComponentModel.Composition.dll;4.7.3190.0;Microsoft Corporation
system.componentmodel.composition.registration.dll;4.7.3190.0;Microsoft Corporation
System.ComponentModel.DataAnnotations.dll;4.7.3190.0;Microsoft Corporation
System.ComponentModel.EventBasedAsync.dll;4.7.3190.0;Microsoft Corporation
System.ComponentModel.Primitives.dll;4.7.3190.0;Microsoft Corporation
System.ComponentModel.TypeConverter.dll;4.7.3190.0;Microsoft Corporation
System.Configuration.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Configuration.Install.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Console.dll;4.7.3190.0;Microsoft Corporation
System.Core.dll;4.7.3362.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Data.Common.dll;4.7.3190.0;Microsoft Corporation
System.Data.DataSetExtensions.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Data.Entity.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Data.Entity.Design.dll;4.7.3190.0;Microsoft Corporation
System.Data.Linq.dll;4.7.3190.0;Microsoft Corporation
System.Data.Services.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Data.Services.Client.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Data.Services.Design.dll;4.7.3190.0;Microsoft Corporation
System.Data.SqlServerCe.Entity.dll;4.0.8876.1;Microsoft® Corporation
System.Data.SqlXml.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Deployment.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Design.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Design.VisualStudio.11.0.dll;14.0.25420.1;Microsoft Corporation
System.Device.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Diagnostics.Contracts.dll;4.7.3190.0;Microsoft Corporation
System.Diagnostics.Debug.dll;4.7.3190.0;Microsoft Corporation
System.Diagnostics.FileVersionInfo.dll;4.7.3190.0;Microsoft Corporation
System.Diagnostics.Process.dll;4.7.3190.0;Microsoft Corporation
System.Diagnostics.StackTrace.dll;4.7.3190.0;Microsoft Corporation
System.Diagnostics.TextWriterTraceListener.dll;4.7.3190.0;Microsoft Corporation
System.Diagnostics.Tools.dll;4.7.3190.0;Microsoft Corporation
System.Diagnostics.TraceSource.dll;4.7.3190.0;Microsoft Corporation
System.Diagnostics.Tracing.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.DirectoryServices.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.DirectoryServices.AccountManagement.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.DirectoryServices.Protocols.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Drawing.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Drawing.Design.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Drawing.Primitives.dll;4.7.3190.0;Microsoft Corporation
System.Dynamic.dll;4.7.3190.0;Microsoft Corporation
System.Dynamic.Runtime.dll;4.7.3190.0;Microsoft Corporation
System.Globalization.dll;4.7.3190.0;Microsoft Corporation
System.Globalization.Calendars.dll;4.7.3190.0;Microsoft Corporation
System.Globalization.Extensions.dll;4.7.3190.0;Microsoft Corporation
System.IdentityModel.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.IdentityModel.Selectors.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.IdentityModel.Services.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.IO.dll;4.7.3190.0;Microsoft Corporation
System.IO.Compression.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.IO.Compression.FileSystem.dll;4.7.3190.0;Microsoft Corporation
System.IO.Compression.ZipFile.dll;4.7.3190.0;Microsoft Corporation
System.IO.FileSystem.dll;4.7.3190.0;Microsoft Corporation
System.IO.FileSystem.DriveInfo.dll;4.7.3190.0;Microsoft Corporation
System.IO.FileSystem.Primitives.dll;4.7.3190.0;Microsoft Corporation
System.IO.FileSystem.Watcher.dll;4.7.3190.0;Microsoft Corporation
System.IO.IsolatedStorage.dll;4.7.3190.0;Microsoft Corporation
System.IO.Log.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.IO.MemoryMappedFiles.dll;4.7.3190.0;Microsoft Corporation
System.IO.Pipes.dll;4.7.3190.0;Microsoft Corporation
System.IO.UnmanagedMemoryStream.dll;4.7.3190.0;Microsoft Corporation
System.Linq.dll;4.7.3190.0;Microsoft Corporation
System.Linq.Expressions.dll;4.7.3190.0;Microsoft Corporation
System.Linq.Parallel.dll;4.7.3190.0;Microsoft Corporation
System.Linq.Queryable.dll;4.7.3190.0;Microsoft Corporation
System.Management.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Management.Automation.dll;10.0.17763.503;Microsoft Corporation
System.Management.Automation.Resources.dll;10.0.17763.1;Microsoft Corporation
System.Management.Instrumentation.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Messaging.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Net.dll;4.7.3190.0;Microsoft Corporation
System.Net.Http.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Net.Http.Rtc.dll;4.7.3190.0;Microsoft Corporation
System.Net.Http.WebRequest.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Net.NameResolution.dll;4.7.3190.0;Microsoft Corporation
System.Net.NetworkInformation.dll;4.7.3190.0;Microsoft Corporation
System.Net.Ping.dll;4.7.3190.0;Microsoft Corporation
System.Net.Primitives.dll;4.7.3190.0;Microsoft Corporation
System.Net.Requests.dll;4.7.3190.0;Microsoft Corporation
System.Net.Security.dll;4.7.3190.0;Microsoft Corporation
System.Net.Sockets.dll;4.7.3190.0;Microsoft Corporation
System.Net.WebHeaderCollection.dll;4.7.3190.0;Microsoft Corporation
System.Net.WebSockets.dll;4.7.3190.0;Microsoft Corporation
System.Net.WebSockets.Client.dll;4.7.3190.0;Microsoft Corporation
System.Numerics.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Numerics.Vectors.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.ObjectModel.dll;4.7.3190.0;Microsoft Corporation
System.Reflection.dll;4.7.3190.0;Microsoft Corporation
System.Reflection.context.dll;4.7.3190.0;Microsoft Corporation
System.Reflection.Emit.dll;4.7.3190.0;Microsoft Corporation
System.Reflection.Emit.ILGeneration.dll;4.7.3190.0;Microsoft Corporation
System.Reflection.Emit.Lightweight.dll;4.7.3190.0;Microsoft Corporation
System.Reflection.Extensions.dll;4.7.3190.0;Microsoft Corporation
System.Reflection.Primitives.dll;4.7.3190.0;Microsoft Corporation
System.Resources.Reader.dll;4.7.3190.0;Microsoft Corporation
System.Resources.ResourceManager.dll;4.7.3190.0;Microsoft Corporation
System.Resources.Writer.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.Caching.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.CompilerServices.VisualC.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.DurableInstancing.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Runtime.Extensions.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.Handles.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.InteropServices.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.InteropServices.RuntimeInformation.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.InteropServices.WindowsRuntime.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.Numerics.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.Remoting.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Runtime.Serialization.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Runtime.Serialization.Formatters.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.Serialization.Formatters.Soap.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Runtime.Serialization.Json.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.Serialization.Primitives.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.Serialization.Xml.dll;4.7.3190.0;Microsoft Corporation
System.Runtime.WindowsRuntime.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Runtime.WindowsRuntime.UI.Xaml.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Security.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Security.Claims.dll;4.7.3190.0;Microsoft Corporation
System.Security.Cryptography.Algorithms.dll;4.7.3190.0;Microsoft Corporation
System.Security.Cryptography.Csp.dll;4.7.3190.0;Microsoft Corporation
System.Security.Cryptography.Encoding.dll;4.7.3190.0;Microsoft Corporation
System.Security.Cryptography.Primitives.dll;4.7.3190.0;Microsoft Corporation
System.Security.Cryptography.X509Certificates.dll;4.7.3190.0;Microsoft Corporation
System.Security.Principal.dll;4.7.3190.0;Microsoft Corporation
System.Security.SecureString.dll;4.7.3190.0;Microsoft Corporation
System.ServiceModel.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.ServiceModel.Activation.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.ServiceModel.Activities.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.ServiceModel.Channels.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.ServiceModel.Discovery.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.ServiceModel.Duplex.dll;4.7.3190.0;Microsoft Corporation
System.ServiceModel.Http.dll;4.7.3190.0;Microsoft Corporation
System.ServiceModel.Internals.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.ServiceModel.NetTcp.dll;4.7.3190.0;Microsoft Corporation
System.ServiceModel.Primitives.dll;4.7.3190.0;Microsoft Corporation
System.ServiceModel.Routing.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.ServiceModel.Security.dll;4.7.3190.0;Microsoft Corporation
System.ServiceModel.ServiceMoniker40.dll;4.7.3190.0;Microsoft Corporation
System.ServiceModel.WasHosting.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.ServiceModel.Web.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.ServiceProcess.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Speech.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Text.Encoding.dll;4.7.3190.0;Microsoft Corporation
System.Text.Encoding.Extensions.dll;4.7.3190.0;Microsoft Corporation
System.Text.RegularExpressions.dll;4.7.3190.0;Microsoft Corporation
System.Threading.dll;4.7.3190.0;Microsoft Corporation
System.Threading.Overlapped.dll;4.7.3190.0;Microsoft Corporation
System.Threading.Tasks.dll;4.7.3190.0;Microsoft Corporation
System.Threading.Tasks.Parallel.dll;4.7.3190.0;Microsoft Corporation
System.Threading.Thread.dll;4.7.3190.0;Microsoft Corporation
System.Threading.ThreadPool.dll;4.7.3190.0;Microsoft Corporation
System.Threading.Timer.dll;4.7.3190.0;Microsoft Corporation
System.ValueTuple.dll;4.7.3190.0;Microsoft Corporation
System.Web.Abstractions.dll;4.7.3190.0;Microsoft Corporation
System.Web.ApplicationServices.dll;4.7.3282.0;Microsoft Corporation
System.Web.DataVisualization.dll;4.7.3190.0;Microsoft Corporation
System.Web.DataVisualization.Design.dll;4.7.3190.0;Microsoft Corporation
System.Web.DynamicData.dll;4.7.3190.0;Microsoft Corporation
System.Web.DynamicData.Design.dll;4.7.3190.0;Microsoft Corporation
System.Web.DynamicData.VisualStudio.11.0.dll;14.0.25420.1;Microsoft Corporation
System.Web.Entity.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Web.Entity.Design.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Web.Extensions.dll;4.7.3282.0;Microsoft Corporation
System.Web.Extensions.Design.dll;4.7.3190.0;Microsoft Corporation
System.Web.Extensions.Design.VisualStudio.11.0.dll;14.0.25420.1;Microsoft Corporation
System.Web.Extensions.VisualStudio.11.0.dll;14.0.25420.1;Microsoft Corporation
System.Web.Mobile.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Web.RegularExpressions.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Web.Routing.dll;4.7.3190.0;Microsoft Corporation
System.Web.Services.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Web.VisualStudio.11.0.dll;14.0.25420.1;Microsoft Corporation
System.Windows.dll;4.7.3190.0;Microsoft Corporation
System.Windows.Controls.Ribbon.dll;4.7.3362.0;Microsoft Corporation
System.Windows.Forms.dll;4.7.3324.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Windows.Forms.DataVisualization.dll;4.7.3190.0;Microsoft Corporation
System.Windows.Forms.DataVisualization.Design.dll;4.7.3190.0;Microsoft Corporation
System.Windows.Input.Manipulations.dll;4.7.3190.0;Microsoft Corporation
System.Windows.Presentation.dll;4.7.3190.0;Microsoft Corporation
System.Workflow.Activities.dll;4.7.3353.0 built by: NET472REL1LAST_B;Microsoft Corporation
System.Workflow.ComponentModel.dll;4.7.3353.0 built by: NET472REL1LAST_B;Microsoft Corporation
System.Workflow.Runtime.dll;4.7.3353.0 built by: NET472REL1LAST_B;Microsoft Corporation
System.WorkflowServices.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Xaml.dll;4.7.3362.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Xaml.Hosting.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.XML.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Xml.Linq.dll;4.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
System.Xml.ReaderWriter.dll;4.7.3190.0;Microsoft Corporation
